term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/EMAPA_37213,,,
http://purl.obolibrary.org/obo/EMAPA_18297,,,
http://purl.obolibrary.org/obo/EMAPA_19120,,,
http://purl.obolibrary.org/obo/EMAPA_35932,,,
http://purl.obolibrary.org/obo/EMAPA_35719,,,
http://purl.obolibrary.org/obo/EMAPA_17626,,,
http://purl.obolibrary.org/obo/EMAPA_32955,,,
http://purl.obolibrary.org/obo/EMAPA_16143,,,
http://purl.obolibrary.org/obo/EMAPA_25099,,,
http://purl.obolibrary.org/obo/EMAPA_36691,,,
http://purl.obolibrary.org/obo/EMAPA_36478,,,
http://purl.obolibrary.org/obo/EMAPA_30801,,,
http://purl.obolibrary.org/obo/EMAPA_37301,,,
http://purl.obolibrary.org/obo/EMAPA_18385,,,
http://purl.obolibrary.org/obo/EMAPA_29860,,,
http://purl.obolibrary.org/obo/EMAPA_35807,,,
http://purl.obolibrary.org/obo/EMAPA_17714,,,
http://purl.obolibrary.org/obo/EMAPA_25187,,,
http://purl.obolibrary.org/obo/EMAPA_31560,,,
http://purl.obolibrary.org/obo/EMAPA_31347,,,
http://purl.obolibrary.org/obo/EMAPA_36566,,,
http://purl.obolibrary.org/obo/EMAPA_29735,,,
http://purl.obolibrary.org/obo/EMAPA_16979,,,
http://purl.obolibrary.org/obo/EMAPA_28039,,,
http://purl.obolibrary.org/obo/EMAPA_17802,,,
http://purl.obolibrary.org/obo/EMAPA_16106,,,
http://purl.obolibrary.org/obo/EMAPA_32918,,,
http://purl.obolibrary.org/obo/EMAPA_25275,,,
http://purl.obolibrary.org/obo/EMAPA_36654,,,
http://purl.obolibrary.org/obo/EMAPA_35171,,,
http://purl.obolibrary.org/obo/EMAPA_18561,,,
http://purl.obolibrary.org/obo/EMAPA_18348,,,
http://purl.obolibrary.org/obo/EMAPA_25363,,,
http://purl.obolibrary.org/obo/EMAPA_31523,,,
http://purl.obolibrary.org/obo/EMAPA_38023,,,
http://purl.obolibrary.org/obo/EMAPA_36742,,,
http://purl.obolibrary.org/obo/EMAPA_36529,,,
http://purl.obolibrary.org/obo/EMAPA_35046,,,
http://purl.obolibrary.org/obo/EMAPA_18436,,,
http://purl.obolibrary.org/obo/EMAPA_28215,,,
